Date,Power_from_gas_engine,Daily_NEA,Total_Power,Total_power_per_ML,Raw_sew_flow,Raw_sew_com_pH,Raw_sew_com_BOD,Raw_sew_com_COD,Raw_sew_com_TSS,Raw_sew_com_N,Raw_sew_com_OG,Raw_sew_pH,Raw_sew_BOD,Raw_sew_COD,Raw_sew_TSS,Raw_sew_TP,Raw_sew_TColi,Raw_sew_FColi,Grit_TSS,PST_pH,PST_TSS,PST_BOD,PST_COD,PST_Sludge,SC_pH,SC_TSS,SC_BOD,SC_COD,SC_RAS,SST_pH,SST_TSS,SST_BOD,SST_CODRaw_sew,SST_RAS,CCT_com_pH,CCT_com_BOD,CCT_com_COD,CCT_com_TSS,CCT_com_OG,CCT_com_N,CCT_pH,CCT_BOD,CCT_COD,CCT_TSS,CCT_TColi,CCT_FColi,CCT_FRC,Existing_AT_pH,Existing_AT_DO,Existing_AT_MLSS,Existing_AT_MLVSS,Existing_AT_SV30,Existing_AT_SVI,New_AT_pH,New_AT_DO,New_AT_MLSS,New_AT_MLVSS,New_AT_SV30,New_AT_SVI,PST_Sludge_pH,PST_Sludge_TS,PST_Sludge_VS,Thickened_sludge_pH,Thickened_sludge_TS,Thickened_sludge_VS,Thickened_sludge_VFA,Thickened_sludge_Alk,Thickened_sludge_VFA_to_Alk,Digestor_Feed_Vol,Digestor_A_pH,Digestor_A_TS,Digestor_A_VS,Digestor_A_VFA,Digestor_A_Alk,Digestor_A_VFA_to_Alk,Digestor_A_Temp,Digestor_B_pH,Digestor_B_TS,Digestor_B_VS,Digestor_B_VFA,Digestor_B_Alk,Digestor_B_VFA_to_Alk,Digestor_B_Temp,Centrifuge_feed_pH,Centrifuge_feed_TS,Centrifuge_feed_VS,Cake_TS,Cake_VS,Centrifuge_feed_Vol,Gas_generation,Methane,Carbondioxide,Gas_scrubber_inlet_pH,Gas_scrubber_outlet_pH,Odour_control_inlet_pH,Odour_control_outlet_pH
2023-01-29,1.7,11.9,13.6,810.681926561755,16.776,6.94,419.3,680.0,510.0,64.4,76.5,7.02,449.0,718.0,480.0,\N,37000000.0,11000000.0,400.0,6.94,783.0,569.0,905.0,222.0,6.74,26.0,22.0,169.0,8510.0,6.68,26.0,20.0,126.0,14130.0,6.94,7.3,48.0,8.0,8.5,17.9,6.92,8.0,87.0,8.2,300.0,\N,0.5,6.715,0.965,5890.0,3725.0,720.0,121.075005823433,6.61,0.8,6720.0,4330.0,760.0,112.848857438561,6.2925,3.875,59.525,6.42,4.92,58.55,900.0,775.0,1.1612903225806452,138.0,6.94,4.76,47.38,1188.0,1650.0,0.72,26.12,6.61,5.53,50.8,1140.0,1375.0,0.8290909090909091,19.21,6.76,4.9,49.88,20.76,50.23,161.0,\N,\N,\N,340.0,226.0,6.39,2.81
2023-01-30,1.2,12.37,13.569999999999999,750.5530973451328,18.08,7.05,509.0,967.0,530.0,65.0,44.5,6.96,509.3,1025.0,620.0,\N,24000000.0,17000000.0,595.0,6.94,1063.0,659.3,1150.0,254.0,6.8,32.0,17.3,41.0,10340.0,6.77,16.0,14.3,64.0,14250.0,6.98,8.0,98.0,8.7,8.0,8.4,6.96,7.3,71.0,7.6,400.0,100.0,0.2,6.52,1.015,5685.0,3820.0,765.0,134.287090858226,6.6,0.865,6450.0,4420.0,805.0,124.759615384615,6.3375,4.6825,46.88,6.27,5.53,53.05,672.0,925.0,0.7264864864864865,145.0,6.89,5.89,41.92,1116.0,1550.0,0.72,26.33,6.53,6.21,47.73,1025.0,1125.0,0.9111111111111111,18.34,6.77,4.89,51.4,21.07,50.56,169.0,\N,\N,\N,283.0,56.0,7.02,3.04
2023-01-31,2.1,6.45,8.55,836.0222939278381,10.227,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,212.0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,6.465,4.825,5750.0,4265.0,755.0,131.14406779661,6.475,3.395,6525.0,4270.0,715.0,109.569365628171,\N,\N,\N,\N,\N,\N,\N,\N,\N,141.0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,42.0,\N,\N,\N,\N,\N,\N,\N
2023-02-01,1.7,14.12,15.82,830.359017425992,19.052,7.18,538.9,979.0,725.0,54.9,57.5,7.05,449.1,965.0,560.0,\N,\N,\N,745.0,6.94,900.0,569.1,940.0,243.0,6.49,31.0,15.1,97.0,9890.0,6.54,13.0,11.1,87.0,12360.0,7.06,7.9,64.0,9.0,5.5,14.0,6.56,8.1,64.0,9.2,600.0,\N,0.2,6.5,1.055,5870.0,3395.0,595.0,101.279175190627,6.46,0.9,6435.0,3905.0,700.0,108.758031012995,6.36,4.1375,55.505,6.31,5.53,53.71,612.0,850.0,0.72,139.0,6.94,5.64,44.49,1104.0,1725.0,0.64,27.34,6.53,6.0,46.84,1300.0,1032.0,1.25968992248062,17.56,\N,\N,\N,\N,\N,59.0,\N,\N,\N,283.0,86.0,6.81,3.1
2023-02-02,1.7,14.49,16.19,927.103017809082,17.463,7.09,449.2,783.0,550.0,48.2,75.0,7.03,478.9,1098.0,590.0,\N,45000000.0,23000000.0,530.0,7.09,835.0,508.9,1057.0,248.0,6.71,14.0,11.9,106.0,9430.0,6.59,15.0,12.9,69.0,14900.0,7.22,6.2,59.0,8.0,8.0,12.3,6.98,7.9,91.0,9.6,520.0,100.0,0.2,6.5,0.985,5845.0,4110.0,630.0,107.691474284643,6.52,0.775,6355.0,3935.0,700.0,110.138959733372,6.455,3.8875,59.69,6.42,5.42,58.54,708.0,900.0,0.786666666666667,134.0,6.91,5.94,49.46,1056.0,1725.0,0.612173913043478,27.89,6.6,5.54,46.42,1308.0,1325.0,0.987169811320755,17.68,6.72,4.8,49.25,26.92,52.05,161.0,\N,\N,\N,340.0,86.0,7.0,3.22
2023-02-03,1.8,13.82,15.62,831.86877562976,18.777,6.99,538.9,1076.0,650.0,55.4,68.5,7.21,689.2,1143.0,945.0,\N,52000000.0,18000000.0,465.0,7.01,660.0,419.2,979.0,287.0,6.71,21.0,12.2,64.0,15860.0,6.8,11.0,9.2,71.0,11900.0,7.09,6.9,71.0,7.3,8.5,14.0,7.19,7.2,64.0,8.6,300.0,\N,0.5,6.505,0.94,5880.0,3215.0,625.0,106.260196466382,6.53,0.805,6305.0,4805.0,695.0,110.153777254452,6.425,4.3075,44.835,6.39,5.7,54.83,708.0,575.0,1.23130434782609,181.0,6.94,5.86,40.68,1068.0,1068.0,1.0,27.85,6.74,5.56,41.59,1068.0,1150.0,0.928695652173913,17.23,6.68,4.85,49.64,21.15,50.35,162.0,\N,\N,\N,225.0,86.0,6.94,3.18
2023-02-04,2.1,13.32,15.42,846.833983195123,18.209,7.12,659.0,1037.0,800.0,67.2,55.0,7.11,628.9,1014.0,960.0,\N,56000000.0,27000000.0,\N,7.02,1010.0,478.9,1057.0,294.0,6.91,14.0,12.9,87.0,12370.0,6.79,14.0,10.9,97.0,13360.0,7.68,8.0,52.0,9.7,3.5,13.4,6.93,6.9,69.0,8.6,540.0,180.0,0.2,6.505,0.955,5860.0,3655.0,660.0,112.621625006189,6.58,0.795,6080.0,4555.0,740.0,121.683331169112,6.3225,3.84,47.5225,6.41,5.37,56.96,480.0,800.0,0.6,299.0,6.97,4.72,44.28,1308.0,1308.0,1.0,27.12,6.67,5.71,48.08,1212.0,1450.0,0.835862068965517,17.02,6.77,5.65,48.11,21.8,49.2,165.0,\N,\N,\N,283.0,56.0,6.92,3.07
2023-02-05,1.9,13.71,15.61,886.025655579521,17.618,7.4,389.5,916.0,475.0,75.0,65.0,7.48,569.0,1032.0,635.0,\N,45000000.0,22000000.0,590.0,7.2,1666.0,539.0,1001.0,283.0,7.28,20.0,11.0,57.0,10010.0,7.15,15.0,11.0,48.0,14890.0,7.27,6.3,64.0,6.7,6.0,18.5,7.47,7.0,60.0,8.8,\N,\N,0.2,6.845,0.745,6085.0,4400.0,790.0,129.871006773765,6.815,0.655,6635.0,4810.0,710.0,107.009485907431,6.5575,3.7925,58.0775,6.54,4.12,60.08,552.0,475.0,1.16210526315789,166.0,7.1,4.4,48.36,1008.0,1975.0,0.510379746835443,27.24,6.56,5.49,54.55,1068.0,1275.0,0.837647058823529,17.45,6.8,4.75,51.72,22.68,47.0,169.0,\N,\N,\N,340.0,86.0,6.71,2.91
2023-02-06,2.3,13.76,16.06,919.869408328083,17.459,7.11,539.6,943.0,660.0,53.8,52.5,7.37,509.5,960.0,540.0,\N,55000000.0,31000000.0,545.0,7.29,735.0,299.5,657.0,296.0,7.11,14.0,13.5,50.0,8960.0,7.16,35.0,12.5,74.0,14660.0,7.0,6.4,55.0,8.3,8.5,11.8,7.22,6.3,52.0,9.6,420.0,80.0,0.5,6.775,0.74,5780.0,3650.0,735.0,127.162629757785,6.685,0.77,6660.0,4775.0,745.0,111.860616117163,6.5275,4.2475,52.5525,6.56,5.37,55.58,576.0,875.0,0.658285714285714,196.0,7.77,5.75,43.7,1704.0,2150.0,0.792558139534884,27.9,6.5,5.53,48.6,1200.0,1750.0,0.685714285714286,17.88,6.81,4.74,48.09,21.08,51.71,171.0,\N,\N,\N,340.0,170.0,6.66,2.8
2023-02-07,1.7,14.05,15.75,917.457913438574,17.167,6.99,569.1,1030.0,610.0,31.4,99.5,7.0,539.6,1003.0,695.0,\N,61000000.0,19000000.0,765.0,7.0,600.0,359.6,756.0,279.0,6.85,22.0,14.6,72.0,9350.0,7.09,12.0,9.6,73.0,13910.0,6.94,7.7,55.0,10.7,5.5,13.4,7.0,6.4,60.0,9.2,280.0,\N,0.2,6.635,0.805,5720.0,3100.0,785.0,137.309265076049,6.705,0.845,6660.0,4505.0,760.0,113.990795143411,6.4275,3.5275,57.1325,6.52,4.92,57.14,708.0,775.0,0.913548387096774,184.0,6.92,5.53,45.06,1140.0,2050.0,0.55609756097561,26.5,6.64,4.99,49.17,1008.0,1475.0,0.683389830508475,16.7,6.86,4.51,49.71,22.49,54.82,167.0,\N,\N,\N,283.0,86.0,7.02,2.94
2023-02-08,2.3,12.24,14.54,798.593947382875,18.207,7.0,479.1,977.0,610.0,47.6,53.5,7.01,599.1,1061.0,660.0,\N,64000000.0,35000000.0,590.0,6.96,835.0,419.1,1030.0,250.0,6.79,25.0,16.1,62.0,10180.0,6.68,19.0,13.1,57.0,14060.0,7.0,8.1,43.0,9.7,7.5,9.5,6.81,7.4,55.0,8.6,600.0,240.0,0.2,6.68,0.84,5475.0,3330.0,665.0,120.383691440884,6.78,0.965,6380.0,3920.0,735.0,115.218462144722,6.5025,3.9625,55.3325,6.54,4.45,56.11,960.0,775.0,1.23870967741935,181.0,6.94,4.41,44.68,1332.0,1750.0,0.761142857142857,26.9,6.65,6.33,45.89,1284.0,1525.0,0.841967213114754,16.8,6.79,4.37,49.67,22.62,52.11,168.0,\N,\N,\N,340.0,170.0,6.94,3.02
2023-02-09,1.7,14.33,16.03,727.017098281101,22.049,7.0,568.9,1001.0,645.0,45.9,58.5,7.14,509.1,1073.0,690.0,\N,52000000.0,25000000.0,605.0,7.0,1050.0,539.1,1001.0,318.0,6.5,11.0,10.1,110.0,9940.0,6.71,23.0,14.1,57.0,14300.0,7.17,8.7,48.0,9.7,4.5,7.3,7.0,7.4,43.0,8.6,\N,\N,0.2,6.66,0.78,5740.0,3655.0,745.0,129.716520039101,6.645,0.81,6025.0,3865.0,745.0,124.124395631298,6.4175,3.9275,54.0625,6.33,5.0,56.86,816.0,550.0,1.48363636363636,188.0,7.0,5.81,49.06,984.0,2025.0,0.485925925925926,27.5,6.75,5.24,47.59,1188.0,1450.0,0.819310344827586,17.3,6.8,4.61,50.54,22.31,55.28,175.0,\N,\N,\N,340.0,170.0,7.02,3.14
2023-02-10,2.1,13.25,15.35,695.262252015581,22.078,7.19,689.1,998.0,765.0,37.5,55.0,7.2,658.9,977.0,775.0,\N,44000000.0,35000000.0,870.0,7.0,865.0,688.9,1054.0,335.0,6.8,22.0,16.9,60.0,10170.0,6.85,24.0,15.9,57.0,16050.0,7.04,7.4,52.0,9.3,2.5,6.7,7.07,7.9,38.0,8.6,320.0,100.0,0.5,6.98,0.86,5880.0,3920.0,755.0,128.694316436252,6.79,0.905,6410.0,4380.0,780.0,121.864641052928,6.4625,4.005,50.95,6.38,4.36,52.4,720.0,350.0,2.05714285714286,200.0,6.99,4.57,44.59,1200.0,1875.0,0.64,27.5,6.6,6.09,44.07,1308.0,1450.0,0.902068965517241,17.8,6.71,4.66,47.5,22.07,56.88,174.0,\N,\N,\N,283.0,141.0,6.86,3.04
2023-02-11,1.7,14.4,16.1,703.763605367837,22.877,6.94,539.0,1030.0,585.0,62.7,64.0,7.14,599.1,965.0,695.0,\N,23000000.0,11000000.0,750.0,6.97,1520.0,719.1,1032.0,328.0,6.78,17.0,13.1,55.0,10020.0,6.87,19.0,16.1,86.0,16170.0,6.89,8.0,50.0,9.0,6.0,10.6,7.01,7.7,72.0,9.6,350.0,120.0,0.2,6.91,0.7,5870.0,3170.0,765.0,131.317593836149,6.81,0.735,6560.0,3080.0,770.0,117.333655670026,6.4375,3.93,50.49,6.42,5.53,53.9,1056.0,500.0,2.112,179.0,6.99,4.34,46.76,1464.0,1850.0,0.791351351351351,27.8,6.6,4.68,46.12,1500.0,1152.0,1.30208333333333,17.5,6.77,4.26,47.87,22.34,55.66,173.0,\N,\N,\N,453.0,113.0,6.81,3.09
2023-02-12,2.3,13.42,15.72,694.653115333628,22.63,6.96,538.9,972.0,635.0,57.1,58.5,7.07,569.0,1132.0,610.0,\N,50000000.0,15000000.0,620.0,6.91,1290.0,449.0,1078.0,332.0,6.81,11.0,9.0,45.0,11850.0,6.78,10.0,9.0,64.0,13930.0,7.4,7.2,45.0,8.3,6.0,9.5,6.84,7.6,40.0,8.6,420.0,50.0,0.2,6.805,0.715,6190.0,4080.0,830.0,134.494634494635,6.745,0.805,6760.0,4590.0,815.0,120.425597161225,6.4725,3.47,61.8475,6.53,4.94,61.71,636.0,425.0,1.49647058823529,142.0,7.08,4.12,53.45,1668.0,2025.0,0.823703703703704,27.9,6.8,4.43,53.42,1236.0,1600.0,0.7725,17.8,6.91,4.1,55.1,21.6,57.18,176.0,\N,\N,\N,453.0,86.0,6.69,2.98
2023-02-13,1.8,14.01,15.81,715.870500339597,22.085,7.15,569.3,856.0,615.0,59.0,36.4,7.39,628.9,965.0,710.0,\N,39000000.0,22000000.0,870.0,7.09,855.0,478.9,1020.0,337.0,6.96,12.0,10.9,48.0,9410.0,7.17,18.0,15.9,52.0,15580.0,7.34,7.9,33.0,8.7,5.5,4.5,7.32,8.3,33.0,9.2,550.0,70.0,0.2,6.92,0.75,5915.0,3825.0,840.0,142.627476920422,6.905,0.85,6440.0,4515.0,680.0,105.671569809501,6.5425,3.8425,59.0075,6.55,5.28,59.3,420.0,650.0,0.646153846153846,159.0,7.08,4.23,50.22,1512.0,1800.0,0.84,28.3,6.82,4.79,49.07,1020.0,1350.0,0.755555555555556,18.1,6.9,4.57,51.82,22.53,55.69,149.0,\N,\N,\N,368.0,141.0,6.9,3.03
2023-02-14,2.0,13.71,15.71,714.77319259293,21.979,7.09,539.4,909.0,610.0,57.7,70.0,7.2,659.3,836.0,755.0,\N,30000000.0,1000000.0,795.0,7.02,840.0,479.3,495.0,301.0,7.05,12.0,11.3,38.0,11580.0,7.01,21.0,18.3,43.0,15810.0,7.6,7.3,38.0,9.3,5.0,10.6,7.26,7.9,38.0,8.2,\N,\N,0.2,6.895,0.755,5860.0,4140.0,805.0,137.215212747044,6.88,0.84,6640.0,4905.0,725.0,108.90752827904,6.5425,4.2175,56.03,6.59,5.92,54.7,456.0,725.0,0.628965517241379,189.0,7.06,4.84,45.48,1608.0,1625.0,0.989538461538462,28.4,6.86,5.34,46.41,1236.0,1275.0,0.969411764705882,18.2,6.92,4.85,48.31,22.17,55.71,173.0,\N,\N,\N,453.0,141.0,6.76,2.96
2023-02-15,1.7,13.51,15.21,715.226182638954,21.266,7.21,569.7,841.0,695.0,39.8,44.5,7.35,599.4,894.0,660.0,\N,40000000.0,38000000.0,805.0,7.08,2165.0,449.4,507.0,332.0,7.08,15.0,12.4,52.0,9910.0,7.11,16.0,13.4,48.0,14100.0,7.29,7.2,31.0,9.0,7.0,7.8,7.39,6.9,33.0,8.8,140.0,\N,0.2,6.945,0.75,6195.0,4020.0,805.0,129.918354529754,6.88,0.83,6775.0,4740.0,745.0,109.831892850761,6.58,4.3325,53.615,6.61,5.8,54.72,612.0,475.0,1.28842105263158,180.0,7.16,4.63,44.9,1320.0,1900.0,0.694736842105263,28.4,6.8,6.09,47.98,1104.0,1250.0,0.8832,18.4,6.96,4.97,46.65,22.75,53.05,171.0,\N,\N,\N,453.0,113.0,6.79,3.08
2023-02-16,2.6,12.09,14.69,681.797085305857,21.546,6.91,629.2,756.0,655.0,59.9,54.0,7.13,599.7,1006.0,925.0,\N,53000000.0,25000000.0,970.0,7.1,545.0,389.7,754.0,324.0,7.12,9.0,8.7,40.0,9970.0,7.06,16.0,13.7,45.0,15290.0,7.36,6.0,50.0,9.7,7.0,8.4,7.36,7.2,40.0,8.6,350.0,110.0,0.5,6.915,0.69,5755.0,3985.0,615.0,107.884231536926,6.875,0.57,7070.0,4810.0,640.0,90.5418626566336,6.55,3.54,64.1625,6.63,5.22,55.86,492.0,575.0,0.855652173913043,142.0,7.11,4.77,49.79,1344.0,1725.0,0.779130434782609,28.2,6.92,4.9,55.36,1092.0,1175.0,0.92936170212766,18.2,6.98,4.32,52.91,22.93,55.29,160.0,\N,\N,\N,283.0,170.0,6.6,3.02
2023-02-17,2.1,14.06,16.16,694.158075601375,23.28,7.05,688.9,1109.0,755.0,54.3,75.5,7.12,659.2,846.0,720.0,\N,35000000.0,29000000.0,715.0,7.09,1045.0,569.2,802.0,396.0,6.96,12.0,10.2,62.0,9850.0,6.96,16.0,14.2,79.0,17290.0,7.24,6.0,62.0,8.7,6.5,9.5,7.09,6.3,38.0,9.6,650.0,100.0,0.2,6.47,0.805,6120.0,4275.0,735.0,121.29796860995,6.59,0.68,7415.0,5425.0,535.0,72.1381267738884,6.6275,4.12,60.465,6.58,5.28,59.45,576.0,400.0,1.44,147.0,7.08,4.37,49.93,1416.0,1825.0,0.775890410958904,28.5,6.76,5.72,49.86,1188.0,1725.0,0.688695652173913,18.5,6.98,4.83,56.72,22.51,61.45,170.0,\N,\N,\N,283.0,170.0,6.82,4.15
2023-02-18,1.5,14.72,16.22,651.51028277635,24.896,6.91,628.9,938.0,670.0,33.0,66.0,\N,\N,\N,\N,\N,31000000.0,23000000.0,\N,\N,\N,\N,\N,271.0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,7.43,6.8,40.0,7.0,8.5,7.3,\N,\N,\N,\N,620.0,110.0,0.2,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,156.0,\N,\N,\N,\N,\N,\N,28.5,\N,\N,\N,\N,\N,\N,18.5,\N,\N,\N,\N,\N,174.0,\N,\N,\N,\N,\N,\N,\N
2023-02-19,2.0,14.11,16.11,788.893785808726,20.421,7.2,599.7,969.0,660.0,53.8,61.0,7.12,718.9,1030.0,870.0,\N,46000000.0,34000000.0,430.0,7.09,330.0,298.9,614.0,235.0,6.83,13.0,10.9,57.0,10340.0,6.96,16.0,11.9,48.0,13580.0,7.3,6.5,40.0,8.3,7.5,9.0,7.08,6.4,52.0,8.6,550.0,\N,0.5,6.895,0.885,6645.0,4615.0,825.0,124.092947411333,6.935,0.7,7165.0,5140.0,655.0,91.5247036998063,6.505,3.8275,59.3025,6.38,4.85,57.14,624.0,425.0,1.46823529411765,113.0,7.14,4.74,50.58,1272.0,1800.0,0.706666666666667,28.5,6.75,5.31,53.71,1116.0,1175.0,0.949787234042553,18.5,6.91,4.78,52.47,22.09,65.06,168.0,\N,\N,\N,340.0,170.0,6.91,3.96
2023-02-20,1.6,13.84,15.44,644.138506466416,23.97,6.96,719.0,1001.0,845.0,35.3,57.0,7.03,629.7,1064.0,855.0,\N,37000000.0,40000000.0,855.0,7.06,855.0,449.7,979.0,151.0,7.08,24.0,15.7,48.0,10360.0,6.99,16.0,12.7,50.0,17940.0,7.41,7.3,52.0,8.7,8.0,11.8,7.12,6.1,38.0,8.6,450.0,\N,0.5,6.82,0.94,6625.0,4550.0,790.0,119.168068107758,6.925,0.745,7675.0,5190.0,760.0,98.9588821324052,6.515,3.8675,68.0625,6.39,7.01,52.07,516.0,550.0,0.938181818181818,159.0,7.14,4.58,54.73,1452.0,1950.0,0.744615384615385,28.7,6.81,5.33,57.08,1248.0,1175.0,1.06212765957447,18.9,6.92,4.46,55.44,21.65,55.29,160.0,\N,\N,\N,283.0,170.0,7.02,4.04
2023-02-21,2.1,12.27,14.37,758.671664642838,18.941,7.05,539.2,979.0,655.0,31.4,79.0,7.1,749.0,1083.0,790.0,\N,39000000.0,5000000.0,840.0,6.96,1010.0,569.0,982.0,300.0,6.86,23.0,17.0,57.0,11000.0,6.96,19.0,15.0,62.0,15470.0,7.0,7.8,52.0,8.3,4.0,11.8,7.05,7.3,48.0,9.2,560.0,160.0,0.2,6.875,0.98,6435.0,3690.0,735.0,114.196189234224,6.82,0.78,7395.0,4345.0,755.0,102.343349681575,6.5375,4.15,52.95,6.4,5.3,59.6,804.0,525.0,1.53142857142857,241.0,7.13,4.57,50.04,1476.0,1825.0,0.808767123287671,29.0,6.84,5.71,48.95,1164.0,1100.0,1.05818181818182,19.0,6.9,4.83,50.47,23.21,56.56,176.0,\N,\N,\N,340.0,170.0,6.84,3.92
2023-02-22,2.3,5.09,7.39,1221.89153439153,6.048,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,288.0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,203.0,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,167.0,\N,\N,\N,\N,\N,\N,\N
2023-02-23,2.2,10.91,13.11,579.063604240283,22.64,7.11,748.9,982.0,780.0,23.5,66.0,7.31,719.1,1105.0,850.0,\N,50000000.0,22000000.0,895.0,6.96,1690.0,659.1,969.0,264.0,6.81,18.0,13.1,57.0,12040.0,6.96,20.0,15.1,67.0,15930.0,7.21,9.0,57.0,11.3,3.5,6.7,7.05,8.1,48.0,11.6,520.0,200.0,0.5,6.805,0.975,6215.0,4040.0,665.0,107.402852670934,6.7,0.795,7480.0,5010.0,865.0,115.804914811725,6.5375,4.2525,51.945,6.62,6.26,51.18,960.0,500.0,1.92,126.0,7.04,4.47,48.17,1692.0,1775.0,0.953239436619718,29.0,6.8,6.15,48.47,1032.0,1050.0,0.982857142857143,19.0,6.96,4.52,50.91,23.03,55.96,173.0,\N,\N,\N,226.0,113.0,6.83,3.67
2023-02-24,1.5,13.86,15.36,652.50637213254,23.54,7.24,659.3,948.0,805.0,35.3,57.5,7.04,718.9,1020.0,790.0,\N,30000000.0,15000000.0,\N,6.94,515.0,478.9,938.0,331.0,6.83,20.0,14.9,64.0,9030.0,6.88,19.0,12.9,110.0,14880.0,7.28,8.3,33.0,10.3,6.0,10.1,7.0,7.2,50.0,11.4,\N,\N,0.5,6.735,0.71,6740.0,\N,780.0,116.235715507798,6.765,0.615,7530.0,\N,860.0,114.150522306299,6.5275,3.7875,56.0875,6.44,5.45,57.69,816.0,500.0,1.632,149.0,7.01,4.49,48.2,1584.0,1775.0,0.892394366197183,29.0,6.76,4.92,52.12,1128.0,1175.0,0.96,19.0,\N,\N,\N,\N,\N,88.0,\N,\N,\N,340.0,141.0,7.01,3.51
2023-02-25,2.0,13.5,15.5,800.495790941486,19.363,6.8,659.2,1003.0,875.0,64.4,64.0,7.09,629.3,977.0,705.0,\N,42000000.0,22000000.0,770.0,6.99,690.0,509.3,558.0,301.0,6.91,14.0,11.3,40.0,10510.0,6.93,16.0,13.3,48.0,15260.0,7.43,8.2,48.0,9.3,7.0,14.6,7.02,7.9,26.0,9.4,640.0,120.0,0.5,6.72,0.835,6425.0,4280.0,745.0,115.795960752725,6.76,0.775,7415.0,4990.0,860.0,115.885018563005,6.5375,3.965,58.2125,6.38,4.82,51.93,708.0,525.0,1.34857142857143,242.0,7.07,4.57,48.28,1452.0,1600.0,0.9075,29.0,6.78,5.58,49.78,1260.0,1325.0,0.950943396226415,19.0,6.91,4.43,51.47,21.26,59.61,172.0,\N,\N,\N,453.0,85.0,6.99,4.05
2023-02-26,2.0,13.39,15.39,715.148698884758,21.52,6.69,689.5,952.0,775.0,21.8,71.5,7.15,629.2,902.0,805.0,\N,50000000.0,31000000.0,935.0,6.98,840.0,509.2,1057.0,282.0,6.96,19.0,16.2,72.0,11010.0,6.98,30.0,17.2,118.0,17910.0,7.13,8.5,28.0,9.3,7.0,11.8,7.33,7.1,38.0,8.0,520.0,200.0,0.2,6.695,0.92,6455.0,4150.0,775.0,119.816373558564,6.9,0.665,7795.0,5365.0,840.0,107.855579148355,6.5125,3.835,56.6925,6.42,4.71,46.29,828.0,525.0,1.57714285714286,188.0,7.04,4.5,49.09,1692.0,1825.0,0.927123287671233,29.0,6.79,4.96,51.28,1452.0,1325.0,1.09584905660377,19.0,6.5125,3.835,56.6925,23.74,51.34,166.0,\N,\N,\N,453.0,141.0,7.07,3.87
2023-02-27,2.2,12.59,14.79,787.959509856153,18.77,7.02,629.6,909.0,670.0,49.3,50.5,7.05,659.5,1076.0,720.0,\N,21000000.0,1000000.0,455.0,6.95,155.0,239.5,674.0,293.0,6.78,29.0,18.5,69.0,8820.0,6.81,28.0,19.5,55.0,17450.0,7.18,7.9,40.0,8.7,7.0,10.1,6.96,8.1,38.0,9.0,450.0,\N,0.2,6.735,0.905,6370.0,4080.0,825.0,129.520697167756,6.685,0.8,7675.0,5230.0,940.0,122.578190810032,6.3825,4.0925,59.68,6.33,5.5,60.67,732.0,450.0,1.62666666666667,170.0,6.88,4.38,49.84,1524.0,2075.0,0.734457831325301,29.0,6.56,4.89,52.86,1368.0,1550.0,0.88258064516129,19.0,6.3825,4.0925,59.68,21.9,58.0,176.0,\N,\N,\N,538.0,141.0,6.97,3.69
2023-02-28,2.3,11.84,14.14,660.439047174218,21.41,6.77,\N,950.0,670.0,64.4,50.5,7.11,689.6,1136.0,735.0,\N,47000000.0,36000000.0,670.0,6.98,1165.0,509.6,1139.0,292.0,6.77,10.0,9.6,52.0,9740.0,6.79,18.0,15.6,50.0,16430.0,7.43,\N,31.0,8.3,6.5,11.8,7.13,8.2,40.0,9.2,620.0,240.0,0.5,6.71,0.73,6305.0,3965.0,740.0,117.178439973781,6.69,0.575,7480.0,4905.0,850.0,113.720877354116,6.4225,3.9325,52.3975,6.36,5.24,54.46,550.0,693.6,0.792964244521338,193.0,6.91,4.46,44.89,1416.0,1950.0,0.726153846153846,29.0,6.59,5.71,45.65,1236.0,1425.0,0.867368421052632,19.0,6.79,4.64,48.72,21.3099909447628,54.8866855524092,174.0,\N,\N,\N,453.0,113.0,7.08,4.01
